name,profile_url,place_of_birth,longitude,latitude,popularity
Catherine Wolf,https://www.themoviedb.org/person/17214,Abington Township Pennsylvania United States,-75.1167218823077,40.11016755,10.21468653460167
Michelle Johnson,https://www.themoviedb.org/person/17225,Anchorage Alaska USA,-149.894852,61.2163129,20.481995278099312
Chelse Swain,https://www.themoviedb.org/person/17239,Los Angeles California USA,-118.242766,34.0536909,15.96907059469511
Robert Schwartzman,https://www.themoviedb.org/person/17242,Los Angeles California USA,-118.242766,34.0536909,37.042731426330285
Jonathan Tucker,https://www.themoviedb.org/person/17243,Boston Massachusetts USA,-71.060511,42.3554334,216.81628753042153
Ben McKenzie,https://www.themoviedb.org/person/17245,Austin Texas USA,-97.7436995,30.2711286,17.983738212710794
Hayden Panettiere,https://www.themoviedb.org/person/17265,Palisades New York USA,-73.91346,41.0111793,1212.8026267686485
Brandon Routh,https://www.themoviedb.org/person/17271,Des Moines Iowa USA,-93.6046655,41.5910323,73.71403972798676
Tyler Neitzel,https://www.themoviedb.org/person/17294,San Diego California USA,-117.1627728,32.7174202,66.5786569809179
Noah Gray-Cabey,https://www.themoviedb.org/person/17302,Chicago Illinois USA,-87.6244212,41.8755616,5.853414495071059
Ali Larter,https://www.themoviedb.org/person/17303,Cherry Hill New Jersey USA,-75.0307264,39.9348351,1525.7191803801195
Adrian Pasdar,https://www.themoviedb.org/person/17304,Pittsfield - Massachusetts - USA,-73.260018,42.451302,78.3474970987293
Greg Grunberg,https://www.themoviedb.org/person/17305,Los Angeles California USA,-118.242766,34.0536909,457.1285518312263
Zachary Quinto,https://www.themoviedb.org/person/17306,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,1813.9816864750674
Vanilla Ice,https://www.themoviedb.org/person/17338,Dallas Texas U.S.,-46.5101346,-23.6475942,24.567020385428656
Paul Adelstein,https://www.themoviedb.org/person/17342,Chicago Illinois United States,-87.6244212,41.8755616,86.63892428100162
Robert Knepper,https://www.themoviedb.org/person/17343,Fremont Ohio USA,-83.11564288330105,41.374827999999994,289.8946486099365
Rockmond Dunbar,https://www.themoviedb.org/person/17345,Oakland - California - USA,-122.2713563,37.8044557,15.018645856145023
Robin Tunney,https://www.themoviedb.org/person/17346,Chicago Illinois USA ,-87.6244212,41.8755616,35.80426105403275
Marshall Allman,https://www.themoviedb.org/person/17347,Austin Texas USA,-97.7436995,30.2711286,48.67719188365313
Muse Watson,https://www.themoviedb.org/person/17348,Alexandria Louisiana USA,-92.4449087,31.311248,99.31018389094227
Todd Boyce,https://www.themoviedb.org/person/17354,Columbus Ohio USA,-83.0007065,39.9622601,260.7869362492855
Michael Paul Chan,https://www.themoviedb.org/person/17355,San Francisco California USA,-122.419906,37.7790262,121.78952845770111
Timothy Carhart,https://www.themoviedb.org/person/17396,Washington District of Columbia USA,-77.0365427,38.8950368,109.20356663163783
Stephen Root,https://www.themoviedb.org/person/17401,Sarasota Florida USA,-82.5308545,27.3365805,2189.0055977769393
Ron Livingston,https://www.themoviedb.org/person/17402,Cedar Rapids Iowa USA,-91.6704053,41.9758872,1056.3867442739465
Lauren Shiohama,https://www.themoviedb.org/person/17412,Newport Beach California USA,-117.9294401,33.6170092,35.7259963337764
Julio Oscar Mechoso,https://www.themoviedb.org/person/17413,Florida USA,-81.4639835,27.7567667,193.50254885054505
Jill Talley,https://www.themoviedb.org/person/17414,Chicago - Illinois - USA,-87.6244212,41.8755616,102.68661661274938
Justin Shilton,https://www.themoviedb.org/person/17417, Los Angeles California USA,-118.242766,34.0536909,60.22059731157725
Bryan Cranston,https://www.themoviedb.org/person/17419,San Fernando Valley California USA,-118.4998204,34.2148853,3263.5962906984723
Paula Newsome,https://www.themoviedb.org/person/17420,Chicago Illinois U.S.A.,0.0,0.0,131.9871187424855
Wallace Langham,https://www.themoviedb.org/person/17421,Fort Worth Texas USA,-97.3327459,32.753177,254.6733507737062
Lou Taylor Pucci,https://www.themoviedb.org/person/17441,Seaside Heights New Jersey USA,-74.07829774634945,39.9457135,47.11732804457362
Kelli Garner,https://www.themoviedb.org/person/17442,Kern County California U.S.,-119.00455007490991,35.322930400000004,87.15199480025875
Bob Stephenson,https://www.themoviedb.org/person/17449,Oxnard California USA,-119.1803818,34.1976308,641.7786639453602
John Gallagher Jr.,https://www.themoviedb.org/person/17487,Wilmington Delaware USA,-75.546589,39.7459468,335.8572470946655
Alice Drummond,https://www.themoviedb.org/person/17488,Pawtucket Rhode Island USA,-71.3825558,41.878711,132.2592814317302
Isiah Whitlock Jr.,https://www.themoviedb.org/person/17490,South Bend Indiana USA,-86.2500066,41.6833813,431.0137145043324
Dennis Dugan,https://www.themoviedb.org/person/17494,Wheaton Illinois USA,-88.1101709,41.8646959,121.22992791079041
Martha Plimpton,https://www.themoviedb.org/person/17495,New York City New York USA,-74.0060152,40.7127281,201.19153442924255
Marpessa Dawn,https://www.themoviedb.org/person/17581,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,1.2980144861006049
Mary Elizabeth Winstead,https://www.themoviedb.org/person/17628,Rocky Mount North Carolina USA,-77.7956949,35.9423833,449.36226755692985
Taye Diggs,https://www.themoviedb.org/person/17637,Rochester New York USA,-77.615214,43.157285,162.49176802298481
Susan Misner,https://www.themoviedb.org/person/17640,Paterson New Jersey USA,-74.171811,40.9167654,35.08925974033413
Denise Faye,https://www.themoviedb.org/person/17641,New York City New York USA,-74.0060152,40.7127281,83.71650695077777
Deidre Goodwin,https://www.themoviedb.org/person/17642,Oklahoma City Oklahoma USA,-97.5170536,35.4729886,111.3033450419331
Mýa,https://www.themoviedb.org/person/17643, Washington D.C. USA,-77.0365427,38.8950368,23.261769362379724
Michelle Rodriguez,https://www.themoviedb.org/person/17647,Bexar County Texas USA,-98.5104781,29.4263987,1179.1540469267327
Theresa Saldana,https://www.themoviedb.org/person/17652, Brooklyn New York USA,-73.9497211,40.6526006,3.4505993156535686
Mario Gallo,https://www.themoviedb.org/person/17653,Brooklyn - New York - USA,-73.9497211,40.6526006,7.958357039648819
Douglas Dick,https://www.themoviedb.org/person/17661,Charleston West Virginia United States,-81.6332812,38.3505995,13.996563670204452
Dick Hogan,https://www.themoviedb.org/person/17663,Little Rock Arkansas USA,-92.2896267,34.7465071,14.02849882238945
Joan Chandler,https://www.themoviedb.org/person/17664,Butler Pennsylvania USA,-79.895197,40.86108,13.26976365495966
Rudy Youngblood,https://www.themoviedb.org/person/17678,Belton Texas USA,-97.464453,31.0560132,26.80043593011055
Raoul Max Trujillo,https://www.themoviedb.org/person/17688,New Mexico USA,-105.993007,34.5708167,137.71381518295058
Bill Macy,https://www.themoviedb.org/person/17695,Revere Massachusetts USA,-71.0119948,42.4084302,53.7946992678687
Kathryn Hahn,https://www.themoviedb.org/person/17696,Westchester Illinois USA,-87.8820048,41.8505866,558.5358048914605
John Krasinski,https://www.themoviedb.org/person/17697,Boston Massachusetts USA,-71.060511,42.3554334,3187.7447389111103
Mike White,https://www.themoviedb.org/person/17735,Pasadena California USA,-118.1444779,34.1476452,112.26868940991288
Adam Pascal,https://www.themoviedb.org/person/17736,The Bronx New York USA,-73.8665241,40.8506558,39.46335303554493
Joey Gaydos Jr.,https://www.themoviedb.org/person/17739,Dearborn Michigan USA,-83.1763145,42.3222599,26.058297602855713
Lucas Babin,https://www.themoviedb.org/person/17740,Beaumont Texas USA,-94.1018461,30.0860459,27.076157793054527
Miranda Cosgrove,https://www.themoviedb.org/person/17743,Los Angeles California USA ,-118.242766,34.0536909,346.1791784533028
Kevin Clark,https://www.themoviedb.org/person/17744,Highland Park Illinois USA,-87.8003438,42.1816919,26.058297602855713
Donna Reed,https://www.themoviedb.org/person/17752,Denison Iowa USA,-95.3553286,42.0177718,41.8671597111819
Lionel Barrymore,https://www.themoviedb.org/person/17753,Philadelphia Pennsylvania USA,-75.1635262,39.9527237,68.18230080628335
Beulah Bondi,https://www.themoviedb.org/person/17755,Chicago Illinois USA,-87.6244212,41.8755616,32.7526448861283
Samuel S. Hinds,https://www.themoviedb.org/person/17756,Brooklyn New York City New York USA,-73.9497211,40.6526006,38.368888498888644
Frank Faylen,https://www.themoviedb.org/person/17759,St. Louis Missouri USA,-90.1995853,38.6264256,64.49941113643945
Charles S. Dutton,https://www.themoviedb.org/person/17764,Baltimore Maryland USA,-76.610759,39.2908816,332.1735240111596
Darlene Cates,https://www.themoviedb.org/person/17768,Borger Texas USA,-101.3973876,35.6678204,19.33319503755275
Laura Harrington,https://www.themoviedb.org/person/17769,Ann Arbor Michigan USA,-83.7312291,42.2681569,53.53492479356704
Kevin Tighe,https://www.themoviedb.org/person/17770, Los Angeles California United States,-118.242766,34.0536909,42.85484283941223
Jesse Bradford,https://www.themoviedb.org/person/17772,Norwalk Connecticut United States,-73.4078968,41.1175966,91.70083292344121
Gabrielle Union,https://www.themoviedb.org/person/17773,Omaha Nebraska USA,-95.9383758,41.2587459,163.64822600945521
Clare Kramer,https://www.themoviedb.org/person/17774,Atlanta Georgia USA,-84.3902644,33.7489924,14.007497133637246
Carla Gugino,https://www.themoviedb.org/person/17832,Sarasota Florida USA,-82.5308545,27.3365805,625.3499473034714
Jake Cherry,https://www.themoviedb.org/person/17834,New Jersey U.S.,-77.0408771293383,38.88910115,101.79565732999201
Kim Raver,https://www.themoviedb.org/person/17836,New York City - New York - USA,-74.0060152,40.7127281,46.080458152695165
Rami Malek,https://www.themoviedb.org/person/17838,Torrance California USA,-118.3406288,33.8358492,375.85520424347806
Charlie Murphy,https://www.themoviedb.org/person/17840,New York City New York USA,-74.0060152,40.7127281,60.457490618758825
Mizuo Peck,https://www.themoviedb.org/person/17841,New York City New York USA,-74.0060152,40.7127281,99.21001121515145
Wendell Pierce,https://www.themoviedb.org/person/17859,New Orleans Louisiana USA,-90.0782127,29.9759983,271.3464866367657
Nicole DeHuff,https://www.themoviedb.org/person/17865,Antlers Oklahoma USA,-95.6204938,34.2323263,29.909417193556084
Jon Abrahams,https://www.themoviedb.org/person/17866,New York City New York USA,-74.0060152,40.7127281,134.32872935985665
Tom McCarthy,https://www.themoviedb.org/person/17867,New Jersey USA,-74.4041622,40.0757384,391.57203071522974
Phyllis George,https://www.themoviedb.org/person/17868,Denton Texas USA,-97.1413417,33.1838787,28.16570301502439
Fred Dalton Thompson,https://www.themoviedb.org/person/17874,Sheffield Alabama U.S.,-87.66924740270511,34.76163955,113.14852527374867
Jason Schwartzman,https://www.themoviedb.org/person/17881,Los Angeles California USA,-118.242766,34.0536909,527.2889816456662
Francis Capra,https://www.themoviedb.org/person/17918,Bronx - New York - USA,-73.8785937,40.8466508,26.939226248971906
Taral Hicks,https://www.themoviedb.org/person/17919,New York New York USA,-115.17449463280128,36.1021436,12.6880876687329
Paul Perri,https://www.themoviedb.org/person/17933,New Haven - Connecticut - USA,-72.9250518,41.3082138,122.31472440321876
Domenick Lombardozzi,https://www.themoviedb.org/person/17941,Bronx New York USA,-73.8785937,40.8466508,177.69050833290382
Elle Fanning,https://www.themoviedb.org/person/18050,Conyers Georgia USA,-84.8071608,34.1481531,2027.5759670045388
Nathan Gamble,https://www.themoviedb.org/person/18052,Tacoma Washington USA,-122.4398746,47.2495798,313.80214170474784
Nicky Katt,https://www.themoviedb.org/person/18070,South Dakota USA,-100.348761,44.6471761,672.4102541507569
Geoffrey Lewis,https://www.themoviedb.org/person/18071,San Diego California USA,-117.1627728,32.7174202,66.99099906109696
Timothy Olyphant,https://www.themoviedb.org/person/18082,Honolulu Hawaii USA,-157.717299,21.2890997,869.7588668864157
Don Ameche,https://www.themoviedb.org/person/18156,Kenosha Wisconsin USA,-87.8212263,42.5846773,55.10764470567881
David Keith,https://www.themoviedb.org/person/18181,Knoxville - Tennessee - USA,-83.9210261,35.9603948,62.084846194018525
Justin Cooper,https://www.themoviedb.org/person/18190,Los Angeles California USA,-118.242766,34.0536909,128.53733087396577
Jason Bernard,https://www.themoviedb.org/person/18192,Chicago Illinois USA,-87.6244212,41.8755616,302.47159481556423
Christopher Mayer,https://www.themoviedb.org/person/18193,Manhattan New York City New York USA,-73.9598939,40.7896239,23.97881578434634
Donna Hanover,https://www.themoviedb.org/person/18236,Oakland California USA,-122.2713563,37.8044557,27.04490502614743
Hiram Keller,https://www.themoviedb.org/person/18241,Moody Field Georgia USA,0.0,0.0,2.053052727045927
Mary-Louise Parker,https://www.themoviedb.org/person/18248,Fort Jackson South Carolina USA,-80.81991591320136,34.0418437,191.6478820549305
Cicely Tyson,https://www.themoviedb.org/person/18249,New York City New York USA,-74.0060152,40.7127281,66.9438981474743
Jason James Richter,https://www.themoviedb.org/person/18259,Medford Oregon USA,-122.8718605,42.3264181,20.58440800752017
Richard Riehle,https://www.themoviedb.org/person/18262,Menomonee Falls Wisconsin USA,-88.1170784,43.1790768,331.34217053600224
Brendan Fraser,https://www.themoviedb.org/person/18269,Indianapolis Indiana USA,-86.1583502,39.7683331,250.14687655219188
Orlando Jones,https://www.themoviedb.org/person/18270,Mobile Alabama USA,-88.0430541,30.6943566,91.93885085019171
Toby Huss,https://www.themoviedb.org/person/18271,Marshalltown Iowa U.S.,-92.90640179473819,42.0491665,242.06860830657843
Gabriel Casseus,https://www.themoviedb.org/person/18272,New York New York USA,-115.17449463280128,36.1021436,48.50201299186923
Miriam Shor,https://www.themoviedb.org/person/18273,Minneapolis Minnesota USA,-93.2654692,44.9772995,21.97107007123775
Sandra Bullock,https://www.themoviedb.org/person/18277,Arlington County Virginia USA,-77.0893094,38.8769326,9934.583043295144
Loretta Devine,https://www.themoviedb.org/person/18284,Houston Texas USA,-95.3676974,29.7589382,138.71096074326726
Jennifer Esposito,https://www.themoviedb.org/person/18285,New York City New York USA,-74.0060152,40.7127281,59.771389423708726
Nona Gaye,https://www.themoviedb.org/person/18286,Washington District of Columbia USA,-77.0365427,38.8950368,506.40853041186915
Ken Garito,https://www.themoviedb.org/person/18287,Brooklyn New York USA,-73.9497211,40.6526006,139.28984502794012
Terrence Howard,https://www.themoviedb.org/person/18288,Chicago Illinois USA ,-87.6244212,41.8755616,416.64793060088306
Larenz Tate,https://www.themoviedb.org/person/18291,Chicago Illinois USA,-87.6244212,41.8755616,48.16505274187456
Beverly Todd,https://www.themoviedb.org/person/18292,Chicago Illinois USA,-87.6244212,41.8755616,166.35768318215685
Kathleen York,https://www.themoviedb.org/person/18293, Los Angeles California USA,-118.242766,34.0536909,82.84368592308567
Art Chudabala,https://www.themoviedb.org/person/18296,Hollywood Los Angeles California USA,-118.329523,34.0980031,63.31285505094511
Tony Danza,https://www.themoviedb.org/person/18298,Brooklyn New York USA,-73.9497211,40.6526006,41.104867052660026
Billy Gallo,https://www.themoviedb.org/person/18304,Brooklyn New York USA,-73.9497211,40.6526006,50.45702537366577
Glenn Taranto,https://www.themoviedb.org/person/18305,Hackensack New Jersey USA,-74.0410865,40.8871438,36.48984427187621
Michael Rispoli,https://www.themoviedb.org/person/18313,Long Island New York USA,-73.0994258107431,40.85149705,151.59917581648986
Monica Keena,https://www.themoviedb.org/person/18315,Brooklyn New York USA,-73.9497211,40.6526006,52.47755681501429
Ally Walker,https://www.themoviedb.org/person/18316,Tullahoma Tennessee USA,-86.2094342,35.3620235,17.504396297894584
Steve Zahn,https://www.themoviedb.org/person/18324,Marshall Minnesota USA,-96.381968,48.3605336,2159.508536039312
Dennis Miller,https://www.themoviedb.org/person/18326,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,45.39896515138771
Wendy Gazelle,https://www.themoviedb.org/person/18327,Cleveland Ohio USA,-81.6936813,41.4996562,5.555379294014509
Ken Howard,https://www.themoviedb.org/person/18328,El Centro California USA,-115.5630514,32.792,102.07914203547543
Nancy Travis,https://www.themoviedb.org/person/18331,New York City New York U.S.,0.0,0.0,63.32904919781815
Todd Graff,https://www.themoviedb.org/person/18342,New York City New York USA,-74.0060152,40.7127281,18.06693219572876
Rae'Ven Larrymore Kelly,https://www.themoviedb.org/person/18346,Fairfax Virginia USA,-77.3063733,38.8462236,12.783971783298204
Tonea Stewart,https://www.themoviedb.org/person/18347,Greenwood Mississippi USA,-90.1795281,33.5162315,41.63187572172282
Frances O'Connor,https://www.themoviedb.org/person/18348,Granite Falls Minnesota United States of America,-95.5455752,44.8099575,5.478845049984944
Patrick Dempsey,https://www.themoviedb.org/person/18352,Lewiston Maine USA,-70.2147764,44.100351,309.7715145504329
Bridget Moynahan,https://www.themoviedb.org/person/18354,Binghamton New York USA,-75.9125262,42.0987125,418.43782681781704
George Segal,https://www.themoviedb.org/person/18364,Great Neck New York USA,-73.7284647,40.8006567,116.29881805358089
Sandy Dennis,https://www.themoviedb.org/person/18365,Hastings Nebraska USA,-98.3898883,40.5861322,10.807667693000768
Amy Stoch,https://www.themoviedb.org/person/18386,Cleveland Ohio USA,-81.6936813,41.4996562,16.969207195759786
Lee Marvin,https://www.themoviedb.org/person/18391,New York City New York USA,-74.0060152,40.7127281,42.30831909373446
Nick Chinlund,https://www.themoviedb.org/person/18461,New York City New York USA ,-74.0060152,40.7127281,150.06686257332117
Mary Crosby,https://www.themoviedb.org/person/18465,Los Angeles California USA,-118.242766,34.0536909,13.13136473232029
Anthony Anderson,https://www.themoviedb.org/person/18471,Los Angeles California USA,-118.242766,34.0536909,363.10755965676924
Kevin Corrigan,https://www.themoviedb.org/person/18472,The Bronx New York USA,-73.8665241,40.8506558,369.20330620810495
James Badge Dale,https://www.themoviedb.org/person/18473, New York City New York USA,-74.0060152,40.7127281,1440.6307014472297
Kristen Dalton,https://www.themoviedb.org/person/18475,San Diego County California USA,-116.7706277,32.9637838,121.43262518370675
Richard Hughes,https://www.themoviedb.org/person/18477,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,87.13396152462417
Kim Gordon,https://www.themoviedb.org/person/18517,Los Angeles California USA,-118.242766,34.0536909,8.337277144573235
Nancy Gates,https://www.themoviedb.org/person/18582,Dallas Texas USA,-96.7968559,32.7762719,3.4077009805682037
Moroni Olsen,https://www.themoviedb.org/person/18586,Ogden Utah USA,-111.9738429,41.2230048,73.98637124217089
Joan Hackett,https://www.themoviedb.org/person/18588,East Harlem New York City New York U.S.,0.0,0.0,2.348964161824165
James Franciscus,https://www.themoviedb.org/person/18643,Clayton Missouri USA,-90.3362473,38.6504352,14.248505277220586
Thomas Gomez,https://www.themoviedb.org/person/18646,New York City New York USA,-74.0060152,40.7127281,11.397467035601233
Bradford Dillman,https://www.themoviedb.org/person/18647,San Francisco California USA,-122.419906,37.7790262,18.822704550654635
Natalie Trundy,https://www.themoviedb.org/person/18648,Boston Massachusetts USA,-71.060511,42.3554334,15.483672013085195
John Randolph,https://www.themoviedb.org/person/18649,New York City New York USA,-74.0060152,40.7127281,57.92274187388284
Laurel Holloman,https://www.themoviedb.org/person/18657,Chapel Hill North Carolina USA,-79.05578,35.9131542,16.123082978877935
Erin Daniels,https://www.themoviedb.org/person/18662,St. Louis Missouri USA,-90.1995853,38.6264256,130.54407965000817
Don Murray,https://www.themoviedb.org/person/18666,Hollywood California USA,-118.329523,34.0980031,109.14289718426762
Bobby Porter,https://www.themoviedb.org/person/18677,Long Beach California USA,-118.191604,33.7690164,4.801599581234113
Richard Eastham,https://www.themoviedb.org/person/18678,Opelousas Louisiana USA,-92.081509,30.5335302,4.950105904695388
Holly Hunter,https://www.themoviedb.org/person/18686,Conyers Georgia USA,-84.8071608,34.1481531,845.7530966759297
William McNamara,https://www.themoviedb.org/person/18687,Dallas Texas USA,-96.7968559,32.7762719,8.384537693406756
Harry Connick Jr.,https://www.themoviedb.org/person/18688,New Orleans Louisiana USA,-90.0782127,29.9759983,714.9929587315177
Bret Michaels,https://www.themoviedb.org/person/18694,Butler Pennsylvania USA,-79.895197,40.86108,7.542516608422434
Mark Dacascos,https://www.themoviedb.org/person/18702,Honolulu Hawaii USA,-157.717299,21.2890997,90.76196914723623
Joe Lando,https://www.themoviedb.org/person/18704,Prairie View Illinois USA,-87.9556284,42.1991913,2.4889754201721876
Meredith Salenger,https://www.themoviedb.org/person/18706,Malibu California U.S.,0.0,0.0,86.21431969867271
Courtney Gains,https://www.themoviedb.org/person/18708,Los Angeles County California USA,-118.2096814,34.3155072,159.30099985731826
Ron Masak,https://www.themoviedb.org/person/18709,Chicago Illinois USA,-87.6244212,41.8755616,6.604913125552527
Rock Hudson,https://www.themoviedb.org/person/18735,Winnetka Illinois USA,-87.7365286,42.1080703,17.859301240403735
Jane Withers,https://www.themoviedb.org/person/18736,Atlanta Georgia USA,-84.3902644,33.7489924,30.17604444247313
Mercedes McCambridge,https://www.themoviedb.org/person/18737,Joliet Illinois U.S.,-87.8030236,41.8052994,177.54103889350483
Stevie Wonder,https://www.themoviedb.org/person/18746,Saginaw Michigan USA,-83.9490365,43.4200387,12.682896240052578
Annabella Sciorra,https://www.themoviedb.org/person/18750,Wethersfield Connecticut USA,-72.6525922,41.7142665,39.92161460359862
Kieran Culkin,https://www.themoviedb.org/person/18793,New York City New York USA,-74.0060152,40.7127281,178.72055122682127
Heavy D,https://www.themoviedb.org/person/18795,Mount Vernon New York USA,-73.8370786,40.9125815,38.98939867183668
Ronald Reagan,https://www.themoviedb.org/person/18802,Tampico Illinois USA,-89.7850393,41.6324811,91.1312829504602
Van Heflin,https://www.themoviedb.org/person/18803,Walters Oklahoma USA,-98.3078258,34.3598075,43.388910073781815
William Lundigan,https://www.themoviedb.org/person/18805,Syracuse New York USA,-76.1474244,43.0481221,2.963676512380232
Andrea Marcovicci,https://www.themoviedb.org/person/18859,New York City New York USA,-74.0060152,40.7127281,10.704568622799135
Herschel Bernardi,https://www.themoviedb.org/person/18860,New York City New York USA,-74.0060152,40.7127281,3.98284835193941
Zero Mostel,https://www.themoviedb.org/person/18861,Brooklyn New York USA,-73.9497211,40.6526006,8.833609189615949
James Ellroy,https://www.themoviedb.org/person/18862,Los Angeles California USA,-118.242766,34.0536909,2.6820021774677216
Tom McGrath,https://www.themoviedb.org/person/18864,Lynnwood Washington USA,-122.3053932,47.8278656,444.3406332781138
Jerome Robbins,https://www.themoviedb.org/person/18868,New York City New York USA,-74.0060152,40.7127281,0.018877922473890755
William Bramley,https://www.themoviedb.org/person/18871,Runnemede New Jersey USA,-75.0679498,39.8523358,9.295803658185038
Joan Severance,https://www.themoviedb.org/person/18891,Houston Texas USA,-95.3676974,29.7589382,14.178669426939443
Goldie Hawn,https://www.themoviedb.org/person/18892,Washington District of Columbia USA,-77.0365427,38.8950368,66.37430919758641
Gregory Sierra,https://www.themoviedb.org/person/18914,New York City New York USA,-74.0060152,40.7127281,43.30138927432836
Kevin J. O'Connor,https://www.themoviedb.org/person/18916,Chicago Illinois USA,-87.6244212,41.8755616,261.0081452032822
Dwayne Johnson,https://www.themoviedb.org/person/18918,Hayward California USA,-122.080796,37.6688205,1057.7091878000256
George Nader,https://www.themoviedb.org/person/18965,Pasadena California USA,-118.1444779,34.1476452,1.3406471276874752
Danny Masterson,https://www.themoviedb.org/person/18972,Long Island New York USA,-73.0994258107431,40.85149705,70.66596317054616
Laura Prepon,https://www.themoviedb.org/person/18974,Watchung New Jersey USA,-74.4509863,40.6378801,450.93166663153477
Wilmer Valderrama,https://www.themoviedb.org/person/18975,Miami Florida USA,-80.19362,25.7741728,95.8700911250053
Ashton Kutcher,https://www.themoviedb.org/person/18976,Cedar Rapids Iowa USA,-91.6704053,41.9758872,1128.6697571167501
Ed O'Neill,https://www.themoviedb.org/person/18977,Youngstown Ohio USA,-80.6520161,41.1035786,210.88367074325166
David Faustino,https://www.themoviedb.org/person/18978,Los Angeles California U.S.,-72.7388789,-16.5867477,7.510896088278668
Christina Applegate,https://www.themoviedb.org/person/18979,Hollywood California USA,-118.329523,34.0980031,210.41247914299385
Katey Sagal,https://www.themoviedb.org/person/18980,Hollywood Los Angeles California USA,-118.329523,34.0980031,44.677907170895395
Ted McGinley,https://www.themoviedb.org/person/18982,Newport Beach California U.S.,0.0,0.0,32.09437582706818
Aidan Quinn,https://www.themoviedb.org/person/18992,Chicago Illinois USA,-87.6244212,41.8755616,919.2676030215754
Bryce Dallas Howard,https://www.themoviedb.org/person/18997,Los Angeles California USA,-118.242766,34.0536909,1328.1650620521052
J.K. Simmons,https://www.themoviedb.org/person/18999,Detroit Michigan USA,-83.0466403,42.3315509,5131.232880094784
George W. Bush,https://www.themoviedb.org/person/19011,New Haven Connecticut USA,-72.9250518,41.3082138,59.70245237781351
Al Gore,https://www.themoviedb.org/person/19013,Washington District of Columbia USA,-77.0365427,38.8950368,20.33584869494727
Kay Johnson,https://www.themoviedb.org/person/19021,Mount Vernon New York USA,-73.8370786,40.9125815,1.7523431536389091
Constance Cummings,https://www.themoviedb.org/person/19022,Seattle Washington USA,-122.3300624,47.6038321,1.563878560941233
Stephen Mendillo,https://www.themoviedb.org/person/19023,New Haven Connecticut USA,-72.9250518,41.3082138,27.885804596131397
Mabel Albertson,https://www.themoviedb.org/person/19098,Lynn Massachusetts USA,-70.9494939,42.466763,6.3161595697123065
J.D. Cannon,https://www.themoviedb.org/person/19106,Salmon Idaho USA,-113.8959008,45.1757547,44.847042428457165
Harry Townes,https://www.themoviedb.org/person/19107,Huntsville Alabama USA,-86.5859011,34.729847,1.2427179048541668
Carolyn Jones,https://www.themoviedb.org/person/19109,Amarillo Texas USA,-101.8338246,35.2072185,25.55024551427713
Virginia Gregg,https://www.themoviedb.org/person/19110,Harrisburg Illinois USA,-88.5405213,37.7385,1237.714173360128
John Anderson,https://www.themoviedb.org/person/19111,Clayton Illinois USA,-90.9606897,40.0314366,63.16265825533066
Wen Yann Shih,https://www.themoviedb.org/person/19127,USA,-100.445882,39.7837304,16.8107825905616
Marsha Mason,https://www.themoviedb.org/person/19131,St. Louis Missouri USA,-90.1995853,38.6264256,62.653331646198964
Charley Lau,https://www.themoviedb.org/person/19132,Romulus Michigan USA,-83.3965995,42.2222614,0.18445303417197426
Mari Gorman,https://www.themoviedb.org/person/19133,New York New York USA,-115.17449463280128,36.1021436,2.8925491242038124
Panchito Gómez,https://www.themoviedb.org/person/19135,New York City New York USA,-74.0060152,40.7127281,9.382248811513398
Sal Viscuso,https://www.themoviedb.org/person/19136,Brooklyn New York USA,-73.9497211,40.6526006,15.423393452606273
Lou Ferrigno,https://www.themoviedb.org/person/19137,Brooklyn New York U.S.,-74.00358170193994,40.659732399999996,363.08702739938195
Bill Bixby,https://www.themoviedb.org/person/19138,San Francisco California USA,-122.419906,37.7790262,6.160495367313015
Shannen Doherty,https://www.themoviedb.org/person/19144,Memphis Tennessee USA,-90.0516285,35.1490215,193.11740967814697
Ian Ziering,https://www.themoviedb.org/person/19146,Newark New Jersey USA,-74.1723667,40.735657,20.054253018045067
Brian Austin Green,https://www.themoviedb.org/person/19148,Van Nuys Los Angeles California USA,-118.4486675,34.1866193,9.940091420616866
Tori Spelling,https://www.themoviedb.org/person/19149,Los Angeles California USA,-118.242766,34.0536909,481.30079010099877
James Eckhouse,https://www.themoviedb.org/person/19151,Chicago IL USA,-87.6244212,41.8755616,234.52633723106624
Dylan Baker,https://www.themoviedb.org/person/19152,Syracuse New York USA,-76.1474244,43.0481221,608.8004767056614
Cliff Robertson,https://www.themoviedb.org/person/19153,Los Angeles California U.S.A.,0.0,0.0,420.2978509072645
Dick Shawn,https://www.themoviedb.org/person/19178,Buffalo New York USA,-78.8783922,42.8867166,22.633763808081625
Rory Calhoun,https://www.themoviedb.org/person/19181,Los Angeles California USA,-118.242766,34.0536909,8.516774724095814
Cliff Gorman,https://www.themoviedb.org/person/19183,Queens New York City New York USA,-73.8283132,40.7135078,10.02464878169784
Mark-Paul Gosselaar,https://www.themoviedb.org/person/19184,Panorama City California USA,-118.4453745,34.2242902,7.318577253075904
Mario López,https://www.themoviedb.org/person/19185,San Diego California USA,-117.1627728,32.7174202,29.92528270561162
